0	1	2	3	4
2063	9172	2725	2178	4296
9537	829	1150	9916	3766
1528	2254	8848	1856	2794
1514	10059	10013	7140	3542
8889	7447	1245	10246	4016
5812	4409	3032	462	9184
2220	6366	8831	5653	921
999	1722	1527	9708	9254
4439	9979	316	2052	6783
1716	4218	7912	4381	7775
3995	803	5986	209	3131
5341	2701	4441	3890	1780
1585	2810	3352	8622	621
9661	7946	1098	2518	5260
1239	8444	3536	6123	2544
980	1142	4319	669	3049
8667	6965	7592	4465	3675
5565	4781	10293	10043	989
8958	9790	9677	8361	7703
8106	1676	4441	9166	4770
951	8884	311	7472	1727
765	5465	6011	7710	4696
6910	9122	2478	7606	8865
4246	4090	3543	3659	9006
8958	9266	2408	4834	10166
2306	10284	5787	711	6752
2864	1635	3434	6084	10100
6126	3633	1498	8190	9542
8420	2412	3174	4769	3183
9790	7455	5841	4084	4004
3097	8134	3057	7218	1175
5317	2554	3245	9192	9786
4117	7771	9213	2281	840
5821	9131	6348	9109	8367
9288	5050	9393	5948	2960
1527	1382	10075	5858	10074
7463	17	1435	2119	6426
1064	1550	6476	8653	3866
7066	1424	1703	9803	10173
6494	7515	3212	6283	5085
8575	5341	1255	560	6116
4155	6561	881	6942	2737
2104	6488	9770	5244	3720
8338	3242	9616	5764	9124
6377	6134	1332	6264	4267
5112	6178	3808	6077	7205
2932	4688	5831	3021	5438
6361	8083	4769	92	3105
6200	7868	9018	1493	7014
1534	9801	7754	9597	8415
7705	5314	6444	2354	7399
4766	7994	3594	1725	2904
4861	872	1140	7347	7047
1738	356	1513	6170	4567
8395	9274	4275	7331	6872
264	1464	1028	8079	3471
2979	7981	8101	3846	4563
9409	2949	1547	8537	7407
9365	8252	6864	7530	6311
6465	4047	4531	7100	95
4571	8208	4981	2608	514
5695	86	7463	7672	315
1750	4920	4450	485	8400
9851	6534	9500	449	8765
6089	1954	94	956	376
7407	8436	2774	5494	5898
9033	4133	960	3473	787
9109	1980	9677	9510	883
6830	1222	8037	6883	9186
10218	3749	9017	7388	5548
5177	5620	8613	10213	3547
4544	1334	8635	8801	8924
390	2526	6530	390	2599
2468	2242	4247	8734	739
9955	7822	2372	7249	5970
7363	6396	2970	4787	3489
6491	1199	779	505	5141
6731	1641	7470	8654	5156
5642	1198	6303	2108	6303
5279	4029	9545	6472	3275
1703	5877	2782	7763	3859
547	4932	382	7018	9937
4291	9553	772	8100	7846
398	1644	4255	2923	9211
6985	3464	1140	2814	2777
2435	6116	8483	1512	9690
9345	6241	936	6729	1382
1906	7190	1420	3252	433
8662	1425	2010	4668	3203
9037	9408	5362	940	7963
7390	7139	1855	818	9288
4762	3548	8390	4028	7017
5712	1226	3061	2901	8734
29	74	5027	1845	9173
2058	7437	8994	5468	10246
1549	10025	4811	6787	6019
3711	7849	1311	263	8903
5900	4294	2053	2809	1820
64	4686	9925	9732	8259
8651	1902	634	2426	6672
5120	6791	3639	1095	5741
4084	9878	8414	3924	48
6999	10199	9371	6076	6951
6315	9915	9543	2778	5848
3808	9033	7967	5310	1948
7881	10047	1324	1457	8890
5208	6411	5544	4485	6413
1270	813	8103	8387	710
7006	1115	3078	7657	4132
2932	2171	3247	5947	2408
9975	814	9374	1062	8671
6519	8945	6916	10117	4568
6497	10098	7781	4601	9241
931	8041	2137	1060	8525
351	4934	2833	4474	5605
6359	6664	10162	9627	6912
9969	8072	8522	6692	416
8710	6941	5115	1312	5001
6600	4100	8291	8750	9623
203	9877	1096	6139	5073
4760	3188	7724	5416	1346
9933	8022	6381	8028	9738
2000	5025	6127	8870	1062
87	10043	6776	6048	5440
2295	1707	4629	5451	6350
6800	6952	8184	3176	7256
2315	3821	332	551	3562
5893	2194	8598	9525	6400
49	3750	5325	4994	9568
6492	5093	1731	6133	4831
3707	8062	1580	8342	724
1441	9132	8132	7285	7586
5252	8636	1250	4662	9053
1015	4357	8605	4464	4877
3878	9278	9771	7782	1522
8808	4933	3123	1984	7193
9355	2175	5318	9287	4366
4570	8134	2513	3491	9196
686	7863	9148	9558	8021
7524	4124	8089	1504	7296
2970	9583	6936	9328	6847
6924	4609	2569	1403	8536
6729	5607	1968	5133	9822
3076	2868	557	216	4590
7755	643	690	9733	7299
5275	2185	8295	8125	6242
3113	3220	3866	7985	622
10050	764	2809	10061	9651
8165	6546	8253	5921	1265
653	8957	9012	9722	2751
3860	6496	5567	1167	276
4737	332	9037	4019	8669
2974	8505	9420	4412	6673
3133	280	232	5595	5251
7835	1535	7881	9918	5385
2867	8054	9899	4163	8640
8926	6819	7241	5014	9925
3076	7626	2243	4223	8609
3091	5704	7180	740	1258
8555	5485	9271	3198	8419
7848	3338	7844	9252	7592
4954	3630	1476	138	8504
5704	4775	9726	952	884
9255	1606	6329	4184	10038
2608	4666	3648	850	8648
4724	2448	8327	5579	9685
5082	5090	4241	5501	8583
5616	4679	5031	5765	2315
9644	7266	9716	8967	6659
6459	885	6589	1620	6818
10225	5215	142	7211	7679
774	9765	4083	587	2094
5573	409	8311	6355	8862
3180	4125	7763	1562	6585
776	9443	1391	2925	4605
1836	5632	9867	1153	660
6455	8663	1607	9749	9941
1315	3270	6481	3304	1823
6300	5360	5744	9442	8197
2596	3294	3112	1656	5922
5950	4146	6269	9109	836
6101	5297	7949	2777	3483
9826	4086	3888	1496	5181
9014	2021	3861	5544	6195
10058	3986	8372	5753	1392
8955	4510	4479	4114	479
7989	5448	1024	5330	3483
2079	5657	1223	4686	6659
3328	5306	8498	9694	6497
29	2340	760	6508	5521
1490	4340	7901	403	1004
1869	5346	3837	5770	4633
8911	944	1667	8942	3852
9751	6523	9139	4603	6326
7116	3308	9543	9459	2140
4160	6297	7362	3104	5365
7510	5352	6384	6701	938
658	8407	2196	8263	8119
6725	2797	9794	318	2069
1262	2743	1935	3511	4223
8027	4233	513	6235	1035
2117	4431	5351	2759	437
966	2617	8422	7531	1356
10122	3646	7722	9422	3297
9410	9209	4102	3132	6989
1901	434	9951	4890	5849
4385	8294	8869	3094	7145
6763	10226	5644	5043	5278
546	9076	1034	1204	8669
410	8761	5492	2971	6248
9162	9264	2990	7461	6854
1313	7015	6421	374	3362
1863	2790	7662	6484	381
9227	1520	9847	4279	2103
7081	9274	9640	6636	9792
7038	8019	7751	3990	9969
1553	10116	8128	1422	2985
3392	4349	3680	5483	6762
8463	8248	7168	7323	10262
7576	3919	3999	1792	5784
8194	7056	2382	1600	10292
931	9420	4841	4954	236
4567	1226	2416	4334	2028
6210	9230	5118	1854	9020
7022	5360	4761	4908	3190
3867	4424	6451	4531	3550
177	1457	1394	9387	6276
6307	425	6427	5469	9531
2271	6495	521	9392	3739
5771	5552	120	3463	4363
7541	4954	7896	4951	4009
3408	1728	3706	8725	7129
6744	6058	776	5874	6015
4530	9226	573	4854	178
6465	1497	3477	7124	6375
8715	6976	10162	4668	9274
1973	2721	2676	6199	1383
2621	8037	8389	1599	7336
6991	7974	10220	966	2376
8281	1343	973	6021	2808
2128	9381	6442	5494	5410
236	5313	8054	4846	7532
8143	5086	1411	9620	9379
7080	2001	1239	8702	226
1786	8143	4901	8614	5213
5124	8294	3458	5616	8178
2119	1979	958	9858	8931
2172	5922	714	8623	3392
6051	6822	2231	6807	4654
2525	2508	1483	1850	5123
2108	6885	6167	5373	1948
1572	475	5922	504	4056
8609	188	4574	3398	9537
7539	3101	9296	1714	7903
9719	1889	4204	6375	8364
3403	3400	9755	6136	1120
7032	3096	7984	4060	842
5944	2437	6355	6359	6637
1869	26	8523	44	7664
9063	771	8888	6420	4097
911	7614	4643	7517	3304
8731	7505	7444	8770	6641
5045	6249	10226	9500	757
8023	2368	653	8903	1666
36	497	9880	8060	10079
6450	5261	5586	7281	7682
1063	5794	336	7602	2119
3343	5178	6479	9471	7759
8694	3077	3845	3760	2622
6674	2876	2377	430	5313
3660	8022	7734	396	7811
5206	4230	3680	7973	9498
6981	496	1853	6454	8189
2793	707	8290	1202	5821
1249	10138	5848	4284	4534
8201	4134	8134	9618	2496
8832	6675	2085	9753	6540
6219	5945	1060	1184	6311
8159	10170	3877	4668	7217
1239	2051	7223	7367	735
5528	4593	2733	9954	7894
9669	1619	7405	7729	7515
9406	5724	6274	5147	1182
846	6344	1696	6196	2162
9327	7117	2164	1448	10004
549	3289	2727	2922	3549
2407	3258	8428	5437	3546
7878	5652	8600	9971	9958
2539	959	1992	99	3576
4757	3131	8406	300	1541
1863	4845	10296	9232	4432
1668	2368	4538	1804	358
4316	5800	5408	4702	8736
3740	8172	4017	8920	3575
7173	9403	9571	7692	10226
436	824	5614	1324	6327
7627	10289	3827	4372	6450
8703	1624	1038	2235	5998
7496	852	1965	7844	1413
4192	8370	9756	416	8638
4575	4932	4168	552	5679
7667	3588	6310	4907	2287
2361	8592	1899	625	6
10256	10261	7624	768	3886
3354	2101	5087	3742	10133
1393	2575	2377	2952	6494
9395	9172	22	6662	9867
8099	5042	6930	1160	2402
8632	1571	2769	3029	9540
9117	8059	7783	3083	6184
4004	1955	5900	10190	8652
4530	1977	6825	3981	3507
4571	6064	3827	423	7350
5327	2090	8010	7968	8091
603	6115	5710	3173	829
7202	6504	2728	5459	7215
6201	6169	4976	18	8623
5864	9394	7940	6520	2210
4332	9494	3076	1441	7945
7880	155	5327	4611	1838
8235	6216	478	5477	6654
2502	5887	2581	4214	2704
549	3492	379	391	2749
6774	4056	660	5381	2365
4642	255	7223	868	10186
9282	6486	9513	7530	6847
4740	3617	1339	2225	4397
9432	5778	8003	3080	3242
8777	1725	10023	6747	5312
3170	3942	9594	289	8663
6949	10093	5616	2258	4365
9845	5410	5665	4016	9015
5294	2016	3863	7214	8176
1456	5175	77	4302	5944
8331	5372	1955	4907	101
3850	91	9440	4619	3392
9154	6318	4095	393	427
5390	9949	297	4886	9878
3351	4492	681	1522	5966
4966	8417	611	10062	5189
3923	9521	7729	3003	6475
347	3404	7021	4584	4895
2821	1841	5352	877	5618
1039	931	10258	6932	9668
3426	2263	3307	4235	5907
470	2405	861	8700	755
3824	5729	8026	1512	4675
4316	2619	7448	8137	4747
5788	5824	7407	8642	6860
6382	3853	10236	861	6495
6893	328	3408	5547	6014
5489	9639	1338	5462	9669
9415	4428	4764	3990	7950
7872	1563	6185	8476	4790
2087	4466	4481	6798	6619
3262	2621	9439	10266	5944
8340	6285	5148	608	8799
1204	2839	9762	8663	3496
7399	5884	7654	181	4025
87	2994	4369	10044	3271
5873	10265	1282	5180	4774
481	6502	2898	736	4975
7169	9619	5492	4668	5306
3055	3162	7050	8324	8655
8327	8361	8168	6380	5244
452	2415	226	9662	7877
1693	1861	4305	263	6064
9037	367	1335	8345	2120
852	10158	1561	3130	10138
8050	5299	8419	7274	1251
4463	9680	10257	151	3544
5061	1820	17	6833	8257
846	540	1723	2149	9352
3666	9369	9557	6368	6589
1909	8153	8572	2873	7777
4593	3750	1522	601	992
6149	9645	4771	5189	2321
2670	10127	7377	3270	5383
7212	5304	9904	6504	5828
3082	4301	6142	6701	6662
6461	4622	81	6770	567
6386	4751	7228	9053	5245
10025	9383	3387	3375	1854
5909	2685	9397	2089	8790
8125	340	1930	3368	9024
2551	9859	693	1505	6941
6507	10062	2699	1993	1868
8708	9575	3617	9024	6365
9110	8143	1505	97	2723
173	5089	9827	1429	9207
2533	3259	727	5012	3832
1556	445	5683	6231	3460
6045	186	6771	5605	9916
10285	1377	172	2802	5053
2472	2403	3218	4329	1924
4298	7772	8180	450	3000
8397	2108	10037	9530	6513
9540	2294	5080	4099	680
8811	6018	1115	5285	5026
5222	6780	4735	4658	6384
2362	4624	9368	6017	719
1700	3880	2059	8082	1196
10018	6041	8458	6437	4514
4292	448	4347	2158	5402
5342	6187	5821	3189	418
5042	428	8539	2780	7515
1034	3742	8479	6266	1168
716	5328	5417	3190	3078
8736	6781	5231	1467	9415
6123	4796	6258	9033	641
3235	9752	5476	1689	499
2384	1765	8653	8720	4987
4305	8756	6097	3200	3832
83	9003	8071	5706	4116
9468	1257	5894	2808	3246
8844	2280	26	5842	928
8941	8001	6502	8728	9809
6235	10202	2323	5290	3284
10232	9431	6341	5210	7443
3745	6752	5712	255	9844
2090	7491	4230	1479	508
8165	6016	9376	9074	7934
3573	4715	7404	3485	4792
8554	9989	6375	9237	5611
1348	5619	9076	8405	6209
4058	3159	6409	7853	9146
2303	9886	1939	3275	10144
8887	464	489	3105	4803
4538	1630	3852	2446	4274
7352	1060	9763	8833	2370
6220	8187	8221	8722	5757
3276	8643	4623	7593	6291
4453	4866	8014	7010	3507
3297	8473	9381	1241	1026
7319	2793	5892	769	7453
5171	3501	5546	9464	7881
5531	4924	1076	6940	7857
9893	7445	1754	1951	7026
804	2229	6814	9108	657
1142	9310	9412	9393	6888
7336	8574	714	9744	6866
3659	1299	9155	7202	3105
2534	3317	2082	6052	9432
3504	10111	4784	6967	6067
9536	4115	5055	9918	3757
3159	6513	1533	4373	206
4440	5497	4335	1846	8187
8131	908	9630	4162	1526
6805	7539	4420	3035	2655
2379	2467	8817	1795	3338
4253	7076	1267	9311	6018
3533	2797	10181	5730	2238
5144	5585	2753	2245	1203
315	3423	2788	9047	10186
1283	9662	5462	7905	1775
2568	6027	1083	6433	2632
7065	3226	5375	3707	2410
2762	1342	6362	9680	3901
6602	6132	4630	8251	6411
5044	4397	5705	3017	6791
6142	5199	9057	7549	3894
3540	9140	2388	6493	926
6734	7140	4956	8320	9938
3743	7366	911	5119	5028
2619	1148	1959	626	9568
9143	9651	7402	10210	4864
8261	8280	6700	5522	9559
772	2529	3004	6676	7875
8337	10132	1036	5881	7691
7793	2621	2306	10136	2115
7943	2308	8988	9148	8894
1450	710	7097	8881	6218
10036	1197	2100	8473	7637
3184	1083	4398	4303	602
4638	2838	3471	2051	3811
5539	4202	6853	3523	1697
4264	2986	7645	9235	3009
3116	4373	3809	2067	5111
462	7568	4777	6402	7699
6932	6728	1559	3482	1825
2049	6122	7120	5597	1958
8817	9293	1031	808	2772
9853	2637	4709	6854	6830
5423	8481	9302	6954	10093
9885	2532	3335	5653	10153
1726	4028	1312	7100	6556
4455	8515	8899	3535	829
819	3626	4725	8363	8165
3054	9995	4227	702	9515
7995	2848	6065	10084	5718
1927	1717	7982	7858	2803
9071	7947	5527	1243	8162
2629	856	4433	3207	2904
7461	1557	297	5065	6426
1403	2155	2892	691	8851
2715	5178	777	8214	9457
766	6705	2823	3771	6694
2935	8552	5169	7995	302
6754	8969	5544	4952	2150
8585	8300	3088	6245	3014
7300	8207	748	268	6006
4987	8700	6213	852	6763
1927	4428	2792	1829	9667
1600	9771	2904	4660	109
6591	8685	5051	7228	299
9064	9599	7216	7217	2658
7191	6897	6672	7890	5945
1093	2991	5157	6310	7140
4131	5063	7931	3192	5341
5355	2090	1561	1066	8548
8139	5453	7026	850	8019
2336	1063	966	7836	7439
3032	8500	7897	7424	6142
4348	5204	2204	6096	10147
2243	8840	4757	3920	1622
1879	1596	3103	4788	6254
6213	5579	5962	8501	3228
5289	6207	3538	10278	9110
935	3425	1250	2576	10290
4368	8823	621	1452	5881
6501	1263	1662	10281	4541
9332	582	8873	773	1906
8743	8761	1082	3734	605
7027	4049	7671	802	6175
1427	4762	1479	3990	5470
186	3945	7756	8801	5099
4322	9055	8160	6742	4659
1712	2229	5752	4828	4161
909	5994	10163	5028	7364
1729	10243	3760	7036	4380
6595	9673	7390	4393	4728
1244	10298	5118	8759	5175
7775	3663	1573	482	4112
5140	5109	7275	3280	6201
5574	7371	2615	9566	7084
2144	8727	4247	8831	10080
1070	836	3383	10067	4101
8669	9983	7348	56	1391
9414	8250	9089	1539	554
6047	1864	8354	9124	8954
4825	204	7044	2851	9495
6626	3669	9350	1658	10226
4772	8733	8391	8164	4963
9062	4721	3736	3456	2893
408	7643	3132	4300	1018
5671	1001	1080	7783	7311
6952	6973	8042	1987	971
2487	847	1150	9937	3374
5383	2284	3791	3021	8047
4898	430	8781	7314	804
8003	3660	2492	2609	218
3765	4440	9859	6733	8787
901	5386	2671	1088	2255
9785	7612	4102	1478	5944
659	3790	1360	8082	9669
9809	2532	2790	2271	9929
9763	9273	4900	2878	6180
10271	4695	3811	4781	3240
2357	6318	7784	7030	4523
594	1223	421	1100	3783
7467	9989	6354	7828	4516
8494	2936	1584	3016	161
810	7194	2388	9062	1922
1471	7281	150	615	8750
3044	5301	10108	7004	1064
8325	9567	1532	609	1944
9550	6041	1727	5321	9356
8349	2733	8364	6297	9271
7781	7379	4008	1910	8760
1975	6723	662	2801	4568
2800	595	534	29	9380
3234	8640	1907	1780	1913
3479	9962	9479	6678	4346
178	6965	1209	2442	3768
4298	7636	9561	1063	10044
4274	2354	1885	8477	6985
8507	2827	8700	3916	10022
5985	4004	2761	2827	585
6531	2793	4216	6437	8324
6420	6032	3098	827	9153
8369	2733	8986	4431	1747
5002	3445	6817	7683	1070
10127	8301	6063	9877	323
8985	2934	8491	5192	7456
7131	6433	4458	8696	3743
4793	5475	5474	5171	1147
6431	8693	7031	5737	3737
4707	3723	8148	904	6483
1828	8155	8358	4757	1101
228	9586	7157	7141	823
1372	5840	7649	1066	3053
7489	2481	2458	9777	6247
3427	8569	7682	6322	5125
2925	6425	2681	6009	6210
3398	258	9568	9527	6962
8420	952	6986	1590	8362
9663	66	10128	6385	2119
6944	9086	8784	5741	3889
6899	2539	3993	982	9851
5214	5566	7657	1782	4565
5265	7484	7301	9954	1269
3232	5580	1804	5575	9463
6280	9462	2003	1673	1837
9714	4429	634	9003	815
1696	5806	506	9034	7379
8928	4398	8234	7462	682
2399	6922	60	7248	4783
2475	6056	4688	9226	4171
4062	5113	9098	8086	8077
5959	8830	2682	1375	8753
2542	3832	5794	5392	7863
7209	9596	4599	9388	3936
2403	10087	7583	332	501
5983	7504	4827	4898	4875
7768	576	6117	5118	6726
2796	4475	5421	9231	3916
7378	4045	1686	7705	9553
7570	9108	3587	5217	8664
2371	4949	9646	8095	5809
8416	8474	1648	859	892
7321	5853	5365	9756	6091
5641	5014	9623	5473	3621
6323	10084	1447	2649	119
800	3332	7855	10124	7378
6515	6649	9506	4627	4193
5394	8757	9124	3892	6525
5768	9478	3893	1364	8107
4683	5548	9972	8248	3299
2061	8113	8754	4958	8367
1403	365	7778	127	337
49	4978	9705	2769	1237
1438	3889	3507	6000	97
10057	2722	5027	2379	8818
9137	7515	910	9437	5037
3391	2763	331	1949	2367
6640	10165	814	7711	7878
9315	5713	5617	9937	762
8849	6497	7978	9200	6496
3779	8002	9271	1815	7074
6934	6189	6920	3029	6575
8782	9450	8301	4490	1680
8007	1924	4919	6311	3766
1348	9263	4202	3419	142
7377	6154	4901	6993	7147
3176	1714	3279	3453	1133
1545	2577	2673	3154	6273
6311	9096	5018	6648	2742
9781	10215	9667	5515	7956
5650	4102	4421	10222	6002
4965	9202	5994	8805	9383
5094	4914	8982	1531	4031
3894	109	7651	8436	7529
7262	6685	2273	1845	9744
257	3206	5744	2841	7873
5424	3888	4115	1645	3254
4013	9663	8638	101	4361
1347	10118	3899	9262	9221
3343	9532	8819	5158	8514
1346	9259	6927	3944	8961
4376	8181	7241	7973	7511
151	6397	2363	2454	1727
1674	9626	5966	259	1824
685	6328	6286	8820	2867
7575	177	6527	6470	8819
5300	3794	4573	3770	2039
7423	9325	6474	5787	7381
9139	8223	9558	8266	5471
2876	2514	8146	9318	1065
664	4718	6629	9470	8687
1845	8535	6459	5183	2801
8115	5237	1585	7639	1233
206	769	507	1620	6522
1639	8060	1571	4560	8860
1	3758	8094	7707	10207
9663	3463	2837	3121	1037
4187	3960	9192	1494	4056
4249	3140	743	5856	7634
