0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
4843	5995	2870	12386	15771	11134	4522	9035	5018	9922	16524	11010	4474	8530	6285	15041	5329	8085
13605	18936	10465	12954	9103	7074	9249	11572	16452	12350	1627	5923	6886	9272	16238	1211	3031	1037
1365	1644	1304	16525	17288	12503	2343	9690	11525	1551	3056	6675	8769	7398	13644	4345	6431	7395
10704	16464	11638	8314	11607	4344	17467	17190	7658	6444	16925	4122	15627	481	18654	11788	10091	8652
3336	15831	1121	6279	16733	13026	7269	5375	17055	14033	1597	15799	1015	17331	10535	869	2067	18981
8825	15561	13766	13104	3580	7036	14551	5168	12684	3972	14230	9014	8360	17845	11476	12667	18530	9239
12011	17556	719	6173	7751	2304	11469	12165	18415	5836	2587	282	12394	111	8714	2261	4054	1799
18888	3740	13486	18021	17040	12616	5630	750	13832	3166	1751	6585	14575	16542	1319	12600	2871	9435
5560	2832	4855	17942	800	4913	14298	13656	7275	11176	5846	4924	10802	420	10307	12652	17179	17930
789	18430	7581	2445	4156	17733	320	1385	657	14744	11850	1064	2042	1298	11707	2367	3050	18587
8491	862	14826	16002	18409	2611	11557	8947	6358	591	16969	13327	5191	3820	1261	14885	12682	6482
18236	10868	12338	14739	15190	15306	5992	13443	16287	8835	13759	17732	8902	6007	3759	8876	5776	1308
17384	4438	36	583	9535	4508	13696	18490	4959	6735	8511	9808	15521	6829	16278	12794	14854	14738
10767	15410	17719	13656	15225	1886	14123	18640	11384	5316	4012	3132	5025	11318	11617	411	5526	17344
16505	735	12060	7933	403	18256	17724	4666	9641	14127	17245	6566	14057	4667	4942	16388	11989	12838
7594	7493	10578	4312	11602	3811	7741	5008	6070	5576	11267	18547	4864	18734	17201	17795	14758	18827
16006	10755	18042	5345	539	6446	6271	16613	15836	12809	17069	14006	15175	945	4887	1574	14002	2993
10240	13777	12747	11861	11309	3449	2730	14215	1497	18466	1778	10041	3018	7794	18262	10052	13680	8008
6783	5670	2956	217	7151	18234	6345	11129	8466	3661	18990	1431	1073	14294	14838	15879	5299	6659
11905	2766	8843	17639	5782	16512	15301	17615	4647	2149	7065	16264	15904	2721	7136	17942	14502	16414
17906	17109	14514	7578	8743	17706	16381	11698	14449	11624	18880	11895	18528	13890	256	6816	8414	18569
1211	8883	17355	523	2617	17671	19010	5291	6573	6104	13337	8252	2180	9294	12872	18529	11341	15247
3185	4705	10928	15212	18606	2664	10105	12822	8134	4350	5216	1015	13078	9640	2589	14155	376	5545
13343	2752	11215	6044	12163	9877	18715	15185	13267	16150	8488	11107	11664	11390	1188	170	2411	8190
9344	5163	1655	7471	11207	12407	6643	16405	13628	4927	9430	1663	14418	5990	14798	12027	16252	1284
7715	12859	11329	6214	5369	5398	4965	18497	10815	4048	2236	4045	11125	9514	9968	8812	8385	13473
9553	3916	17198	2756	9677	4333	4235	14836	8264	9458	16003	11770	16352	16929	17084	2089	13690	16638
9898	9232	14176	3269	5060	10277	11176	4779	5785	13284	68	9300	3628	16642	10071	6800	3659	7112
15861	4224	12068	6267	6657	8221	11745	5401	6408	2868	15744	15618	8613	10173	6412	6976	15962	4484
18990	5021	12200	9317	17069	8705	883	8217	9303	6768	778	5529	10705	1389	16818	4835	2045	14442
18274	14755	11849	9533	355	14253	11810	15039	5302	13557	10136	2939	15627	10655	1848	10045	15910	18000
2166	11164	5815	1600	832	9946	1049	15130	17599	3839	9882	734	385	3476	13696	3316	12212	9442
2751	6203	16710	17644	10862	11802	15848	17950	9179	9007	3590	16781	3631	9248	16798	17922	10876	166
10607	14426	13291	18113	10022	8450	4748	14715	5156	4439	2343	12742	1003	10921	11987	2387	17205	6541
2852	3487	2957	18301	12402	7302	15632	4024	1756	5555	5246	6780	9691	1311	9484	7584	1154	3940
10504	5754	14598	10038	8176	12042	4457	18427	9093	6103	9547	3618	18560	4636	10641	18822	797	2474
6483	15523	2044	15695	1410	6421	4449	10633	11795	2987	13514	13980	1254	8482	4153	10877	18223	17857
9446	15099	2565	449	14204	7373	17222	7169	7256	209	18660	7583	7682	9350	14355	11323	15922	8844
3639	16182	12406	11567	15128	9410	530	8288	5465	10753	8353	3680	5070	2084	5181	2303	18618	18017
6180	4573	8321	10417	14466	18508	14452	5497	16906	17722	16934	13191	2978	506	12442	18442	16906	11975
12523	960	529	9279	3405	13090	1213	14333	8345	18888	4283	666	4481	4630	15813	5670	10579	13054
6480	3377	13335	1548	520	3631	2721	4928	5620	8475	15614	17656	12420	17281	13421	10131	7233	6157
13396	4432	13546	1544	544	11632	11630	942	13965	7993	12758	2269	7565	4072	1933	7064	2071	560
13828	4309	2495	2582	17309	229	15738	16848	6290	14635	54	3760	15506	8536	13566	2131	3651	4393
4379	14762	1208	11266	690	9229	7213	8845	13919	2274	14707	13605	14093	3952	8731	18723	3898	18871
18343	13633	17484	11142	11616	2370	18997	4075	12441	16071	13917	638	568	17084	824	2825	12699	13933
2062	11672	5555	13800	16327	5649	3937	14451	2613	14778	7254	7989	18777	15885	4085	5646	14072	7540
4637	8681	2262	18327	3509	14295	3165	3882	8104	548	5619	11163	5736	16801	18849	1318	18514	1126
1368	18370	3071	11430	16873	6791	16959	15826	14112	17553	15251	10053	2492	12945	13073	111	12614	18979
4275	1506	9666	16134	14063	1102	6654	15303	17773	14916	17994	16315	6764	14611	14465	17288	11626	6745
5494	8762	18215	6855	151	7928	15897	16877	9278	347	1899	1052	12894	2453	15122	3960	3990	16353
1659	5136	17213	28	3541	18523	7286	4264	17623	8926	1590	4972	15909	11106	1645	3897	1575	12463
9010	9951	3716	15791	5628	4059	2729	11690	8283	12016	7503	6406	16145	892	1796	1763	8109	2913
4167	16652	4319	6197	7949	8404	6364	14820	3198	1052	17412	3274	7539	5868	8311	12061	10360	5959
13637	9668	12527	10793	18663	11599	6043	5666	2578	11566	2803	9469	9902	18530	2156	10298	14620	11639
2439	3577	12824	177	1817	10882	10666	6831	15579	10675	2712	3772	1448	16102	14034	6803	16297	16693
3568	5393	8673	851	2939	5319	5880	9568	17111	2002	7282	5813	2056	10041	1786	2685	13352	8140
6680	11333	7688	9668	17284	9239	4485	10674	7766	13193	14244	3947	3452	18917	9952	13491	10292	2375
6210	10528	7421	588	13217	7010	18314	12408	4023	6149	1124	3538	11277	12377	7185	5595	17062	17922
10755	2754	3959	16641	4912	478	16400	9927	5311	13747	18404	6385	14555	17613	12478	1219	12928	16934
14446	10361	18250	15398	16082	4091	9090	15458	15369	5393	13499	18768	2162	15591	5309	11282	3626	3081
8715	6390	12812	7605	6743	450	12135	4045	16939	13086	17604	15462	12157	16446	2481	3901	13255	136
5090	12834	421	14353	11527	18749	14977	7954	13502	9609	8260	716	17390	3814	11051	5000	5575	12733
217	5376	12578	13858	13739	18177	17981	11106	11478	5372	4282	14741	10217	18733	1903	7036	17016	1089
7984	14869	16104	11729	12897	14408	16505	8674	16760	11471	8359	18262	12048	17146	2253	603	5946	14348
16728	6740	3660	11739	17110	5611	8901	4762	2459	15646	8067	13922	1538	7513	10013	5810	2626	13515
15428	12593	7347	4345	12898	11207	1796	9199	19019	9451	16093	11556	1001	627	11059	17305	6832	1849
4652	6327	12962	10429	3689	5098	4155	4955	11695	3117	1173	7288	5858	13346	4705	14253	17523	8030
4919	16130	2864	8249	12097	1184	12280	13377	9687	12845	18537	14423	11527	1828	3956	7495	8743	10517
1566	17627	8870	8114	7553	1735	13164	11366	970	4087	16316	10440	679	16356	15936	2437	6865	13785
2632	9194	16191	4449	8416	9113	11586	11005	3102	961	13962	3628	13779	2932	5324	11990	1581	8900
2513	9246	12884	9308	157	9559	15532	6566	6598	453	12498	12275	11508	18755	11935	17373	6616	11050
18354	16622	13547	8694	3291	10855	16381	11194	12429	6760	5613	3750	4356	1064	17783	18738	12885	3902
16600	15015	3033	4827	3289	9406	2522	16771	3004	4853	7532	16326	15950	6826	12765	9550	2055	4312
7615	2456	7532	15811	8704	12752	15884	6541	15064	1670	14059	501	14778	11984	1936	8576	12782	13057
2405	721	3527	16783	7879	10307	15043	10179	18777	2560	432	17853	17949	808	12462	13822	7679	17058
13502	5947	1189	13602	17857	7772	12564	4329	6845	12765	15952	17847	18269	8649	11211	16683	14141	2000
15479	2164	1304	1240	5261	2355	17526	2347	12306	16481	7259	4027	17470	12148	5867	12268	17237	11664
9089	5426	11061	4493	3253	12588	16923	11052	13237	2499	5436	12927	11001	6273	17633	12095	17624	14799
485	295	16584	15008	15274	14458	3090	2788	6339	17702	9027	5971	11864	18436	6676	19011	14919	1669
5807	16240	9313	10021	9363	8292	17994	12365	6118	3514	3687	15389	16410	6300	14519	4398	6073	1824
15904	7253	11667	2449	16196	4392	6319	5915	8860	3971	11889	6991	18900	7017	9538	1972	11078	18642
13324	6789	18201	17475	11997	11924	1190	7654	8021	12900	16609	3875	14274	3332	7562	14800	848	9754
16516	13785	8272	4873	8885	11816	6301	502	12989	14384	18426	15705	10722	5125	14061	13265	3902	6532
18776	10204	11861	16696	3274	6756	8522	13698	11924	13727	12368	13153	10137	2712	14215	11455	9285	5403
5881	8993	1829	10125	5354	14016	14380	13508	8485	7921	7862	5759	16082	12314	17358	6675	2794	8426
15106	8723	8815	11246	14694	11627	17375	11436	13575	8010	4280	15359	4520	6665	14335	10740	2838	13041
13102	14652	7357	17322	17528	4513	12375	4619	15884	15088	13727	16120	511	16017	18722	12961	5021	298
1125	3620	18395	18446	10003	10738	10186	14753	15652	10532	17343	2096	694	7624	8242	14941	14704	4908
12559	6120	6480	1768	17596	17652	9104	3204	3924	13918	15685	10594	5879	7212	17336	13909	3724	10291
15156	18852	7553	15493	4477	4820	15590	10884	18809	4333	17971	17030	10745	1087	15092	14233	4930	6400
8187	16038	13764	1712	8520	14548	10982	5044	8220	14862	1335	11276	13193	16761	3651	10108	4373	15214
17953	670	3567	1245	6066	11250	14491	15817	11304	3214	13279	3163	5561	4802	1849	6907	7055	10609
1347	11241	6229	15785	11176	1886	8027	18781	830	6205	14823	6531	11973	10814	10162	15407	16548	6234
3211	15260	7040	9190	9941	16376	1494	12253	5929	86	10740	3889	178	14851	2818	19013	11746	13141
14107	2303	6619	11215	16460	4470	3145	11053	14889	11192	3478	9827	7128	841	6945	15334	6756	1485
15754	18051	18178	16308	10937	1603	12673	9994	3281	6970	3297	3331	10075	201	14637	7420	2927	5960
10144	8499	2898	15607	1192	16456	3583	15603	15491	1609	10254	4292	33	18837	154	3802	13992	1806
8292	13261	7957	2402	18237	6557	5765	17250	3238	8901	11357	9319	12917	10677	5378	15392	3204	9499
21	7974	664	5511	2001	7454	13786	15847	13780	15519	14176	3277	14065	14117	16320	17292	6419	652
16346	12175	11177	3556	17029	6102	7340	1432	9082	17553	361	2673	4549	3470	11976	7792	9958	2630
14439	698	12527	10862	8341	14885	3290	16928	3449	4343	13608	5043	8543	5887	13599	1195	8962	3903
3849	6272	3777	11444	3879	18367	16803	7482	1195	10494	6208	14359	11644	7004	12377	13166	885	15017
11205	6145	4697	9497	13631	10356	16156	16903	4818	13637	2358	14551	7450	3712	6210	18974	2780	1288
17822	7400	7442	14450	11327	4312	6672	7064	5187	19001	6836	238	14461	6766	10622	5734	8876	16766
9417	18684	9778	5903	10879	1467	1238	12102	16628	18374	16012	11616	8701	6532	6465	12822	18918	10230
5114	3702	12490	9429	16163	10299	11845	16784	710	1321	7009	10394	4351	5015	10696	17218	14859	13166
13937	208	10896	5195	17890	16164	3562	8876	2263	6470	14253	198	4659	8938	14003	9706	13089	15739
16245	4176	4281	4427	1240	8672	4702	7287	1146	18828	17210	13023	18795	2057	8660	7405	12720	10770
15321	17631	16227	12396	337	17750	6919	12055	9585	10506	9147	1158	18452	15719	10588	4854	382	18311
15650	11654	3391	16807	4991	12862	16544	17490	10517	8850	16567	5189	18733	4716	4023	13171	3901	13569
13688	15455	2215	9190	16555	9860	13022	17572	6937	17132	12012	11120	11859	13971	11687	15767	5153	14960
11185	15308	14320	18741	9841	11515	13116	1972	17759	1821	12492	8417	18427	15175	8183	1451	11832	12800
17148	837	8507	7481	17567	6936	14526	12557	1861	13335	12420	4124	13682	12647	4536	17776	7534	6270
16620	13960	10432	3197	8320	8131	4966	6246	2610	514	16240	2900	5794	3006	9474	14970	12658	9253
5755	14100	18929	5032	7720	15919	4883	6569	7302	7170	15424	3231	14444	3044	5668	2242	5829	4179
9687	13910	1850	12266	18338	17967	3694	3218	9149	4813	5965	5961	11324	859	11794	4731	9958	3667
1251	3087	3162	5157	15960	12536	11854	2350	15918	12287	16374	3369	2710	10317	3423	14966	7952	17755
13955	6673	3874	5988	10289	12302	16146	14348	14258	5789	3788	6842	18993	17946	15434	18526	5974	10356
5060	17289	14849	6331	12935	3611	12039	12052	3264	160	9953	4805	5549	13347	3598	1508	4205	2704
6466	18321	7320	6597	12564	4662	12065	2415	12952	12642	6841	8026	11592	14662	8031	4318	11854	2807
12163	3461	18777	12743	14309	17461	4067	1230	9967	16079	3966	15649	15545	12290	2216	1816	15219	3047
18102	11423	6219	11294	18561	5314	6395	5569	12262	8623	4212	7084	4236	8768	16857	752	18075	3990
17922	19004	6911	6091	12958	6543	11882	6137	3046	3124	3140	7547	17255	11067	14427	9685	15267	6758
2118	13122	11356	926	16085	18189	16796	4080	1626	4935	11967	11465	3185	3819	6169	15883	17618	1932
4181	14267	9201	14316	11135	7371	3275	5815	17022	10990	12483	16627	4245	4951	9056	5284	6943	1741
8928	14545	11291	17802	9095	106	10008	2136	4080	11113	13514	15206	6443	2200	2018	10890	3096	5392
9514	12371	9114	3678	7537	13762	4079	5444	1775	4727	9190	18823	13060	18706	2674	13330	3997	9969
18712	11956	2765	9481	11287	14917	9202	13540	15253	13810	15201	14545	722	5872	326	7805	18919	7933
4632	17418	3100	2357	18646	6470	16949	3506	8198	10342	6702	18722	1806	6896	18402	601	4638	7940
18625	16650	8692	14400	15175	4713	13165	6650	8986	13739	7546	18779	5238	10155	4928	4822	10705	3310
8637	2263	15565	10823	16045	1363	2410	2392	13940	9186	10510	2045	14000	11202	7603	7754	2916	7317
17260	16146	6113	1998	5339	1214	11986	10606	8847	6930	12040	15013	17373	12716	7101	5778	17879	17682
8660	6651	13948	4587	1358	17954	16188	5932	13153	15689	9676	7724	18728	1246	2158	4395	11967	5211
1819	109	14357	7706	14586	11174	6278	5404	12610	9847	6306	3716	11284	4692	8360	719	17212	14577
1827	18358	3621	4747	18284	18545	1549	12443	539	9256	13458	13409	7787	10033	9000	1527	16601	4699
9682	9546	17062	13340	5162	15573	6904	2354	4505	13612	2213	12376	9629	2682	1950	13982	4563	13621
4912	9762	16606	18451	14351	18336	14361	3013	10818	7477	1994	8025	9380	3583	5679	7229	1402	18973
18525	14945	14821	6480	18529	9237	3855	5788	9473	952	9922	11737	18631	2266	15680	16671	17398	14840
6684	15032	5589	11250	8813	6269	15466	17986	18564	18998	16204	757	1796	12064	16266	802	16400	12383
15062	19010	3897	15591	12158	9854	13933	5069	3413	5187	17339	18683	3655	13087	15270	3951	13259	14826
14331	18653	9183	16987	17357	4546	1050	14960	5590	6549	10272	16044	8156	18814	760	9674	14045	3266
11311	13646	13236	1796	6467	8126	18508	15046	3569	11129	3873	12631	1200	12868	18000	618	15820	2820
976	3890	8243	18882	14441	13090	4534	15529	5428	7928	3592	6782	9965	17574	7287	8992	16783	7930
15619	8936	11798	15077	14136	14369	5243	2285	9331	6172	6658	3374	10109	7539	16792	12771	16364	11104
12857	13202	16298	13836	2673	5452	437	3066	16601	636	16229	12857	18792	2171	15158	955	10354	7798
11295	6205	7080	3554	18485	6738	27	6024	12320	18262	7266	9211	36	8119	15360	2179	7806	4671
10363	8251	13948	14826	1869	15932	15169	8916	12818	18841	8124	12248	17849	6952	17720	10970	13921	5237
9669	1419	4350	728	8548	57	10265	10511	16967	17810	12850	6696	11364	15978	8066	12188	12205	988
6259	18916	4875	6912	13551	12651	16841	17061	13503	16802	18009	13062	2672	1440	1369	15862	13535	9725
1015	7537	13748	18933	15513	12562	8940	5650	15314	16386	1934	9126	14545	8477	5066	31	5354	15256
9181	12728	6181	12343	14169	11872	3988	1765	9138	12360	3294	5904	4589	17187	17716	11585	8779	3090
14615	5524	16374	18655	3544	5430	14512	11994	18305	4103	15618	18061	15920	9569	10684	1863	17482	6669
5281	9278	1494	2523	17300	6208	18333	2860	18228	13953	6255	6879	10242	17774	4914	7757	5202	2179
3768	13216	12922	17229	2415	6454	14898	11315	17646	4242	14433	1692	13858	10117	14241	13739	12406	3488
16417	12231	12287	18389	16566	18861	12693	9647	10291	7180	5047	1974	10748	14258	10251	3751	1716	9846
13533	17999	15165	11429	10142	8720	385	15363	1925	14787	2343	3054	10866	7652	16975	16940	9173	749
9085	3246	18617	18557	16708	3994	14078	14138	17914	17573	60	48	8321	14390	12547	8499	3750	1993
18520	16798	8942	1904	552	722	12620	2870	14934	2623	18871	9456	12331	3630	15523	14457	3821	17810
15781	16769	5224	11999	15541	18087	3063	15165	5934	15289	703	15703	3309	16619	10604	9787	3909	4897
13092	14269	9522	13062	7179	16951	10023	54	1470	2733	17915	2298	109	17733	7255	781	15377	11931
10353	12787	12775	3514	10931	5568	5671	2204	2549	13379	16696	15805	6543	14124	3073	1022	4154	7106
9409	11620	13915	13370	8170	467	9966	6848	15397	5780	3867	11488	1144	10157	1513	8443	8808	16769
4356	7368	1093	3121	16838	17348	16395	8319	15470	15229	18239	605	4687	3221	16681	17423	10183	17010
8447	8820	17814	14498	8735	12680	3900	17884	7170	5475	1952	9735	3307	17710	9831	18132	15750	5878
10806	5739	1404	5477	15847	6611	13912	7945	11301	4913	3913	8133	12186	11180	7446	14878	10680	13653
16656	6786	4812	14951	10840	12157	9901	1607	7274	9327	8938	17356	18314	7447	13525	18612	8251	18161
18845	18695	263	10121	18942	4576	5729	16459	16440	13322	6581	17277	8765	2453	18482	9673	4630	10787
1097	11405	11167	10261	15573	12587	17153	16184	5458	7480	603	17100	11499	9250	14036	2785	16554	6040
7318	15237	9715	5161	7707	13031	12132	15567	2490	10611	5258	405	2464	5726	3801	14620	3339	15464
4403	4320	10494	11482	17001	16211	2800	9485	6555	15888	14727	11753	867	15094	16651	3121	5849	17231
14093	4617	8810	354	10606	7207	14400	13303	14424	12324	13548	3813	6424	2198	15541	12362	10825	17083
17268	3710	16464	16252	14351	5449	14418	13663	7947	6518	13812	13883	14256	13918	11236	14725	17959	16125
15261	17472	18148	4038	14083	11956	7157	5561	5791	13132	3695	2819	13291	7653	13005	3944	2041	6411
9100	1337	10149	6520	17361	12854	18746	6001	18985	10532	9911	8976	68	12849	14477	7150	11689	7343
8382	16772	2231	9241	1983	4528	7051	12763	17269	10246	149	2125	13727	3199	2939	6294	445	800
7773	3494	1237	800	9456	15816	349	14743	9789	18187	12621	16533	4241	18310	5624	8609	13218	12132
2192	15539	3795	15617	11316	14506	7464	14984	9663	12606	14044	11543	2569	13787	14551	674	10450	5574
109	12565	15772	10210	14666	1435	14350	17127	2582	10855	12874	4743	10226	2704	10271	2544	7128	9561
4314	1505	14127	6538	11770	15565	9461	18771	18850	784	15772	14143	18357	16150	5006	6885	18881	15651
4097	15152	7415	7572	9919	5878	18785	2122	6973	4330	746	1298	7054	1192	18475	10786	11731	7327
8377	17903	2110	9149	9328	7106	3515	1788	213	9932	3796	10393	1605	16844	17106	12494	12033	11754
15463	2914	18756	5474	7248	4258	7759	7606	2592	14867	18262	10269	1115	10855	11368	12812	17286	4428
2137	9573	17756	16473	5771	5096	3152	15522	16188	4779	12974	14272	11651	10983	4897	18006	14117	931
10809	14127	11783	8996	9214	2675	13291	10933	1958	10379	18732	2712	13729	13595	11217	796	5743	4749
7779	11176	17885	17258	13559	16271	2055	10359	5783	13604	490	2292	5091	11017	10987	13601	3306	4240
13045	17481	1041	5690	7978	16818	4507	3053	5462	6407	14863	6374	14737	549	10979	419	18605	15447
10348	1845	409	14088	1628	10382	11312	12417	17013	18276	12559	17529	7611	12470	18150	760	6466	4420
12151	14804	10849	18885	17214	2090	12114	16150	12149	7370	17344	16048	262	6737	9679	10500	17242	4422
5786	14620	13070	7450	11712	4018	12694	14781	12794	13242	5483	16116	15871	11250	4193	287	16035	6032
5938	13696	13027	2360	6993	18228	11972	8525	16016	6952	1290	12152	14423	17372	6708	8989	9534	4195
10160	17442	2675	3889	12539	576	9944	4892	12307	2	7406	11744	18581	18235	18374	15984	6048	16201
10784	3051	6822	7912	17071	1518	4290	15005	8272	4076	13443	4950	16390	2430	550	8480	10823	230
6283	3080	17644	4936	10632	13402	6763	16843	9846	2805	4374	5278	16390	14839	12861	4038	621	7302
6765	2104	15283	2461	4731	8777	18830	18265	10744	7101	6841	13853	5097	18573	18533	6624	13571	3891
3916	376	5409	18782	13179	1603	12375	5323	4736	14400	4884	11780	16042	9682	5998	12098	18147	17079
16363	6115	6347	17236	9993	685	16353	2270	5003	5244	1783	10178	9013	3226	17498	3445	17486	15577
6051	3884	15238	18622	10985	12110	8803	491	14918	4934	18157	4629	8964	10977	7075	17689	12521	15961
11485	8890	9702	1713	7764	1690	12014	13053	10517	432	16697	4450	11637	8810	8872	2916	16903	17679
18319	18552	3475	55	9265	7921	7925	14214	16229	7621	7485	9199	4087	12371	17540	13508	18204	13168
7736	3730	10311	15147	14535	12249	6757	13942	14638	14676	14671	16430	1266	1359	17305	17646	14490	12980
9956	10959	13057	9512	14632	15601	11000	9208	17612	47	14733	7651	11502	13764	15965	666	15709	11938
13916	10096	13852	18171	12244	3587	3116	5196	1392	6018	15808	995	4672	5615	8919	17891	3707	8693
2026	16788	2106	18017	2914	9446	6979	16602	16798	3581	4624	7678	6864	10029	17742	1058	3184	10585
4894	6651	18333	12365	15050	8250	19016	12892	11044	18045	11295	1098	10945	6354	10381	17734	7711	1745
18652	18675	18846	8977	3456	16683	3465	17160	6931	15458	17327	16155	11453	17032	18794	601	11337	1661
2565	17431	3789	15374	11767	15873	5620	12028	1891	9989	1725	15681	1837	6095	1165	65	16629	1970
5432	9710	7646	15018	17796	3756	11530	5429	17001	17722	10283	16626	12312	15465	13442	18266	7075	13466
16814	18877	16991	6713	3474	5225	14815	8892	7663	13970	3947	13669	18432	9874	11133	13601	16699	5630
6239	11674	7528	17813	433	3413	3111	11685	10854	910	11399	13710	875	14512	1285	1024	6429	7391
17422	391	6723	12659	7326	18961	12953	9934	13173	14860	13113	14811	12417	5796	4297	10533	7260	11826
7962	18872	6902	16841	56	17548	16654	2929	5405	166	3160	7089	15540	11394	15343	5681	14640	13751
16812	4748	13771	18731	18807	14203	8427	9396	3951	13992	17566	714	12620	9991	412	12458	6827	6313
13490	14367	14267	17098	17232	2752	9611	11178	2342	15522	12751	16667	16694	6089	14555	18506	12567	859
11889	17852	14276	8986	17772	3492	12389	2742	1255	1550	17727	2517	18760	15140	7506	12872	14996	13276
9275	4599	10747	2309	4388	14225	16466	11449	4680	14124	15110	4115	1758	12236	11791	1422	4129	13424
6532	6812	6931	1764	13849	2149	4520	17383	17675	5575	13348	14829	13228	6491	11664	18746	8843	17678
9219	10200	14312	9771	3364	3238	13239	4983	3701	10086	5470	14283	5523	6059	11964	17179	10603	10712
16789	5638	11955	17106	4790	18108	16078	6271	11465	17152	10084	6599	1319	17020	15303	10295	8083	14098
18442	15826	8198	14887	7222	12434	16309	4481	9356	10511	3184	9787	15966	11874	11214	3442	8870	4807
10732	1615	9153	6671	11408	5237	7996	631	7516	10751	5140	12699	2307	18309	7853	1198	17019	4584
7945	12422	10537	6350	15730	3985	15606	7157	11671	12088	11002	2848	15848	16050	15559	10685	11170	13619
12591	1238	9329	9845	12336	3259	1880	11265	16414	8854	15884	18772	7920	2676	1521	4933	13562	14330
18173	16132	13254	10547	10470	829	846	12206	1231	14893	3976	15151	10211	3194	4844	8269	15173	14907
15007	17435	17476	12331	14525	2033	14058	17090	10688	5597	1018	16684	16970	7689	2366	6615	17822	14300
11620	14398	9635	15066	3084	6504	13133	7378	8867	16974	4671	2501	1177	2119	6811	13953	10701	3776
16949	4315	3509	8643	13659	18528	3061	8195	8163	8038	8203	16522	15871	441	9	4655	1993	10797
12179	13658	5166	13623	14141	10121	17716	1011	18147	10059	9427	3176	12909	6559	9462	16346	17911	8751
