0	1	2	3	4	5	6	7
10218	520	11934	12585	6470	191	10346	10168
7870	2848	10354	13419	8668	13663	7397	10385
3542	3449	14201	8978	4924	5240	10863	14522
13861	14124	6701	5014	3336	4535	2743	13161
9366	10680	4160	11051	12992	1329	2955	675
14461	4675	9709	6424	8871	13682	1668	8555
2651	9769	14324	12974	8204	4828	4083	11486
5387	6770	6820	1811	8884	6226	4417	5955
83	15334	2206	11524	4451	10331	13917	955
3532	12124	7275	13734	6975	12220	3486	40
2390	6345	12764	454	12949	15415	2931	917
7944	10663	3574	1263	13859	4328	4948	7994
13692	8240	12157	694	7237	3117	11925	8333
6320	2360	15010	13120	9955	7820	15172	8252
3714	12581	12408	13282	6718	11900	6848	12416
11184	4596	9241	9903	998	5663	5454	13347
10549	876	837	4960	12165	348	15398	9546
11464	13292	11466	9280	10519	11547	3519	410
14810	12453	2759	14353	1354	361	563	5392
11368	14377	15041	692	5090	5357	13833	10858
7482	13609	1888	12110	8966	12745	5388	8363
5835	7272	13111	1302	11793	2607	5207	8861
8093	8107	11828	9133	11330	8177	14040	286
2932	2808	4354	7910	9248	8092	12478	14859
2098	3823	11902	11305	10905	5524	11472	5312
8561	6329	8926	4768	9652	893	11599	1996
12489	9645	4465	7482	12949	2613	12522	1996
13548	2146	7021	12623	11744	4999	14306	9597
14083	6239	8002	11447	1832	13579	12308	97
11676	1834	7460	12468	1326	15185	13082	12083
2724	3918	9471	7885	10642	12967	11390	9450
9671	2891	11006	15304	6079	883	15037	11268
7248	10001	10708	5025	4275	9639	3756	3590
9020	14340	10476	11100	2898	8301	2546	10479
13282	2742	12636	6540	5683	7400	6614	8348
14323	1209	13995	10050	3740	10981	6202	11649
12871	356	3636	6257	5438	14967	14966	9869
3613	14940	2760	1602	6098	8231	8533	1499
15299	12218	6332	9053	6423	14984	12056	6832
3048	8740	12903	14782	6553	9135	13485	1026
209	5407	11155	11233	2941	9443	5756	7551
11590	1354	10642	6311	8046	956	5565	3373
13442	2918	14628	13256	574	15024	4072	4300
583	5076	12084	2678	4212	2391	7552	4294
11561	6361	12090	3332	8754	1511	6335	12149
12418	6147	12855	12955	14619	3452	194	14087
4697	13208	4770	4754	5943	3257	6046	9392
6800	4467	5609	2040	832	10986	3450	2019
1770	8415	5315	15297	8278	14680	5375	11476
7955	14815	10004	1676	7918	14601	7334	4982
6531	9689	8144	732	7458	7399	6882	5376
10086	7064	7335	15068	14048	8677	2295	7862
14533	14178	6136	12326	997	10698	3742	4628
11026	5090	2984	8608	13242	12647	9924	3781
9578	7329	1290	2658	9530	248	12572	11810
11260	9178	10622	3191	1664	4520	13710	4169
7129	12237	14599	11632	14366	6776	5842	8523
537	7377	3374	850	6439	3219	15179	1087
5143	8601	2705	15382	3721	7867	14577	8613
8831	15129	2344	12527	8506	3775	12017	287
7800	2058	15364	4887	8364	5926	9392	7263
12607	13667	2232	15189	10984	8786	3046	7897
1897	11454	6575	5641	4186	403	4894	11282
2810	4093	11475	12806	14710	8142	10352	15202
14708	2469	14826	10264	2146	6826	15014	13796
11528	11712	11312	9219	13964	9172	908	1038
5111	5021	12837	11226	12048	14224	13793	7901
6645	2566	12925	7288	2233	5739	3617	7485
10672	11004	12014	5083	11297	205	12064	1916
14858	4069	9010	2364	4755	8932	8005	3269
1554	5363	9259	8244	13870	3552	1891	5909
587	3848	7251	3393	12941	5672	10357	9967
4247	5180	5772	14707	1705	5857	3020	6032
9717	1789	3092	3821	7965	13891	4378	13642
13874	10523	7151	6336	15244	15020	3021	3897
13276	5931	12580	13794	14350	1304	5251	12199
2951	13301	8984	14098	1611	609	10382	9343
7624	12484	11476	8633	14768	1981	8314	11914
15298	5506	10021	13797	12587	2976	5531	15026
10622	10193	5016	494	13823	14268	2277	9913
1126	11459	10277	5449	566	3717	12997	12185
15080	14822	7604	15225	7959	1060	6333	9739
10576	11478	1115	10910	739	13247	6277	14261
11153	3254	5005	13573	14949	12500	2466	8448
11234	6294	9743	4541	7644	2696	8522	11573
11716	3859	1669	8600	2236	3010	558	3101
11851	7844	4466	12955	12652	5465	8949	14784
9331	8000	3563	9963	4823	8061	3619	2576
1153	9651	6064	643	606	12056	10714	811
6742	12249	10208	14020	8035	2702	451	1966
10998	6664	15047	4338	9753	9390	6992	8667
13814	14411	12882	9081	7845	3501	5147	4781
11854	12879	15069	6074	4098	10944	12807	9721
15310	4125	13581	12911	2612	4306	6217	11982
275	14934	6050	12971	14674	10031	2808	5667
991	2565	1162	8048	4311	3142	14311	5455
11257	77	540	1805	4629	6120	6556	10440
11267	9259	7016	9199	4105	13077	2537	14841
11684	6496	3696	8534	309	11687	8356	5275
4909	11685	10181	1777	7630	3958	3507	3497
7509	5414	2150	9047	7584	14113	13503	14065
11672	385	2244	5027	84	7843	14265	2330
11621	8480	12272	1653	4127	13599	674	6973
5810	6175	12094	5032	14606	4200	11594	12165
8527	1762	12331	12715	4308	13765	14078	5357
7398	3460	15270	8582	3110	10748	14314	12131
5658	9483	4392	1784	4219	4954	517	7486
11240	3820	12318	2509	10399	1983	10650	10187
12114	13797	10976	12017	10777	3348	3111	7721
3671	8413	10718	211	1076	13231	11839	8407
3036	10979	6601	3795	12629	4731	2640	8549
15155	3146	2291	5390	11855	5898	9252	6905
15049	6492	2543	3560	9831	632	4832	2801
3390	12394	5612	5000	483	1420	3862	11125
155	11368	2542	3243	14177	7998	1056	1863
12785	284	10655	5584	573	9072	8543	3864
9355	14687	7480	2039	15252	6332	6905	11605
12664	7084	5911	1319	9186	13682	5873	11494
14242	8742	7843	7693	559	2666	1034	9507
13306	3822	2304	15326	13251	7652	829	15055
7063	5307	386	11557	4544	3555	7576	1169
14322	1024	13542	12442	302	10604	11558	11670
12020	15061	13178	14181	15214	13094	13487	13376
451	4243	690	9769	5992	7273	4793	2173
14229	10761	10581	6618	6992	4567	8393	10013
10317	9193	12221	7688	9609	7271	3556	2770
7126	9912	13361	12799	672	4255	4344	14666
9233	6189	3520	7523	2655	6966	14455	6198
378	9284	13560	1313	13737	501	8227	15359
7947	7638	5302	1362	11076	3129	256	9323
14570	6902	13750	5449	2353	12420	320	7881
6786	8863	9054	3890	7019	6892	10960	7398
9629	4292	2804	2843	7235	14715	13010	11310
9151	10257	10099	14339	6080	5514	10594	2309
15230	5590	9271	8013	6809	1904	8140	8403
5685	11543	3280	6935	14503	9595	6341	6226
1504	9204	14847	4200	12309	12812	11103	15402
3076	13139	946	13275	714	16	2301	7747
10913	11052	14753	3865	4156	7484	194	12832
7841	1437	14148	1687	5827	7547	14925	266
4915	892	6761	14737	5724	3846	14061	3724
3396	15247	13017	7202	10257	956	386	6131
13297	8707	5404	1969	15394	2967	13834	11773
8560	3684	7390	2799	4783	4084	8494	14981
8913	14237	12201	3192	4680	5320	3445	15206
5762	5815	9010	15389	13512	6480	5850	800
4081	5604	6824	15002	14455	2922	1918	9687
7228	1342	5066	11707	8871	9945	2225	10426
8008	6696	5795	5474	5068	6294	13359	6971
14596	7701	7822	7152	10588	1146	13258	14313
4242	5423	13743	10763	13594	13600	8851	352
12370	5898	8142	11790	10309	6047	1830	11817
844	5012	130	7644	11074	11611	1655	8710
8156	3491	13218	4973	3380	1462	10319	10813
1236	4791	3147	8236	11018	8902	9398	7124
8743	452	5006	9888	395	3608	2942	14020
7812	3258	10884	4091	8063	1845	3260	328
5604	13295	5926	4163	12295	13539	8856	14550
8317	8656	14098	3090	14926	7671	15072	194
12916	882	6519	1343	3801	755	152	15409
13899	5125	10694	7602	12017	4525	6960	6727
2493	5223	14080	2647	1773	5678	7480	11331
167	6091	12940	6358	5667	3235	4858	3224
9313	11891	5629	5663	10268	7062	3316	2278
4923	6851	10557	9183	1728	3600	1654	10831
5345	10505	7590	7445	7330	4346	7743	12476
4805	12622	3025	6235	1096	7016	11823	6631
1521	11277	7570	13213	6527	11604	15127	5707
9835	6709	2792	1298	13956	13956	8798	10577
12448	12859	431	56	2841	1176	4606	1537
333	8975	3404	6686	8495	10419	5886	13879
9718	2342	15385	13805	12297	15200	13578	11423
294	9330	9529	12091	4739	207	11857	3361
1532	8727	14682	1443	10438	10747	9243	3657
15191	6218	13591	11483	14099	6874	6133	3798
13643	5105	3500	12238	4787	13644	4748	8968
14333	12065	2110	6136	3374	3565	5243	10094
758	13431	13087	5301	8249	13654	630	13048
4426	2266	5571	12737	13173	1036	10871	14925
4342	9318	12123	3606	12099	7740	11407	928
11194	22	4553	8154	7257	871	13504	2568
11999	5025	15233	12566	11040	11345	8918	637
6874	14583	6640	5168	12975	11943	1497	12596
165	5350	9470	8442	10063	6749	3742	8220
12767	12853	1090	6368	14613	1105	6265	11278
12528	11701	5646	12011	11833	3342	9766	6676
10213	9830	10852	9581	13965	9476	8536	13262
9215	8108	2266	9082	9833	908	13872	8511
463	5378	1164	4191	8283	11561	5601	1276
6342	681	81	9393	6990	7627	1990	13303
3940	1693	8710	2176	12320	9983	10838	15311
14993	835	14686	7848	1556	2843	6729	7215
2643	12214	9018	12803	7732	8989	6495	13337
1024	5551	415	14473	8509	8175	2292	6133
11732	12014	10004	12467	186	6323	3339	8669
11019	13331	12407	5905	2863	2438	13991	14742
4402	11938	8285	10640	3218	3276	9313	11654
13717	5202	11775	6216	3352	8035	4473	2984
7162	12742	13023	10664	10641	415	87	1528
3355	14273	7878	13286	3597	11517	3026	2856
322	328	13610	13945	14407	7125	9739	11739
7765	14444	1028	5235	7020	12040	10602	8267
1257	13913	10870	11080	6531	4884	7096	1164
641	4426	12914	3640	4964	374	6025	1825
5304	10067	3756	7073	5977	356	14527	3275
13614	2774	7529	14636	8329	13504	13764	13795
2999	9869	10956	8459	11364	12341	1699	3089
4919	6401	1528	3844	11923	2309	8012	1149
4986	14853	12126	1024	9242	454	5908	13028
6391	2072	11134	1396	14359	13751	8229	5767
2065	13329	8757	3120	8328	2261	7307	10030
13574	7107	3874	15036	7176	2033	6937	12148
11	14115	13569	8387	4519	13143	743	4922
12466	3830	14636	6926	12096	15167	2585	5709
11550	6916	2493	11819	561	2530	2124	13174
10107	14131	7972	220	6611	4575	6216	1138
5894	5769	14664	1984	3999	4172	13210	3812
1187	14486	9872	14724	1215	10733	957	4578
2969	10263	742	5152	9975	518	2277	645
9553	11680	11802	6324	8788	13554	15107	6847
5183	11118	582	104	752	7326	9721	11108
12096	10930	12302	7816	6081	13510	11507	1054
12578	9447	9956	7172	701	6692	10319	4252
135	5442	7581	11152	7611	8927	9934	513
9821	8757	8252	8966	2426	4414	14938	8314
10569	4546	5658	13529	1759	3566	14776	12277
4632	3757	12012	8760	5325	7641	8512	13567
8084	1593	12283	10429	5809	4740	7869	5190
2481	821	1745	5264	1369	6193	8326	12507
8308	8188	6022	10850	8589	14931	6126	9598
951	7612	15055	13455	5908	4339	5872	14216
2769	7856	1401	3470	9781	6374	9599	8538
10764	15241	2659	5868	13433	11118	7	52
6771	5144	4441	8878	8642	313	2430	4527
15018	6500	10830	3651	8814	3383	11400	7866
13787	2997	14945	5353	5221	12819	10032	5107
11275	464	1835	12845	13105	11354	8897	13976
9454	4638	2152	13208	14018	5538	4320	13667
14526	8511	13268	4986	12244	11024	4176	11570
1489	8157	5210	5141	13822	5327	3253	1821
3441	6020	15102	9629	5797	15041	12941	1104
10319	9857	12206	6871	4791	9411	5861	666
5295	10405	1854	3093	1318	8438	3902	1089
1707	12336	2849	11169	227	4239	12438	11537
4279	4043	13231	3291	3370	3427	3290	2367
9765	13004	10623	11770	8328	4284	565	7068
1740	12308	8432	2608	11377	9154	6282	6559
14594	8798	10345	12669	595	7263	2687	2468
12248	7962	718	1563	6172	13715	10745	11012
823	11267	6103	10921	10147	3684	7742	1862
10008	11402	1605	12497	6496	8289	3892	1091
5937	4965	9586	8664	573	9814	10723	10071
6883	8389	2072	6850	3738	9437	13181	12577
1988	12481	7897	6446	10453	6350	10707	1165
12347	12284	12694	5307	4328	2396	1726	13560
12158	2258	3305	15015	1622	11445	14515	14162
4155	10694	312	11930	721	3660	3758	7206
8135	912	15328	14921	1731	12151	11416	2011
6373	2430	6069	6383	2845	14945	10643	4715
922	624	7063	12470	672	4649	13236	6036
11414	9181	10255	2426	7206	1382	400	13078
3955	5708	11192	13657	13028	11447	14311	14498
3869	10657	13319	10591	5499	7716	20	11551
10484	1174	7237	12325	4689	6409	12441	1606
10121	14014	4083	8257	3280	14708	5566	468
14220	1639	202	5841	1439	9427	11773	9515
975	6283	11651	2732	7356	11236	3846	7453
12653	7046	13815	1076	10029	265	6333	7918
12104	12754	12799	11301	499	14404	8168	14713
3866	11996	8016	7928	13067	1481	9252	4637
4995	1431	307	2060	10806	5159	1292	9105
15132	10540	6765	8432	483	8425	13576	6810
2007	4955	6060	15154	13805	5768	14995	2788
14856	7784	6195	12061	14255	5214	4746	13764
4936	3501	9389	1762	12133	11897	22	8914
13308	6290	15117	2410	7033	7241	3159	4086
4180	5038	3283	14962	1291	14719	4711	13865
7113	5265	11273	9760	7915	12380	5865	11458
7428	4176	7347	3162	8641	7356	12680	7011
6575	9651	642	6326	9851	12028	3650	8306
14898	5194	12144	14324	13770	10143	12344	14794
14710	15014	1955	12079	7156	1458	14246	521
12217	4828	3687	5208	8891	13961	11708	12134
7594	14933	11817	938	10695	10634	9135	8197
13123	15390	7560	8013	3225	14819	246	9344
10267	9361	8678	14700	9734	12461	6752	14454
2622	450	14772	9796	4872	1627	13548	5561
8592	3329	3077	1078	8048	2884	9610	9613
10840	3690	2580	15027	5874	3442	7701	1132
5151	4010	11858	6766	9250	11576	11153	14763
12386	10759	6078	10342	13757	9911	15156	5200
393	15079	8963	4101	12371	14229	4233	8928
2133	15149	5542	7480	1402	15319	902	1754
3759	3475	4711	14956	8684	9963	6202	4641
13078	14129	2842	4462	202	10252	13147	13639
7222	11579	12874	4463	7140	7237	5127	1587
1150	13814	2691	6587	4469	8963	2314	316
10780	11971	5446	4996	5709	11181	12258	13361
3922	6094	8866	9857	10327	9024	2031	14731
6705	2123	14578	619	6733	8670	6885	8414
7027	10590	12065	6051	1746	7879	3567	2217
8673	5351	6815	2380	253	4548	675	9237
11277	1265	2479	9607	4636	11152	11809	13697
5690	2250	1684	13135	5801	12030	6882	2581
202	14011	943	6728	3458	8579	8788	12729
12009	9515	7244	497	1556	11969	5258	876
8253	11646	318	11183	57	14911	7470	8643
15134	10948	1653	11705	1213	9478	3253	10463
6702	11608	999	9880	14950	14369	5071	10039
13002	4602	2992	3353	12815	6387	10318	12912
7007	12806	14409	13503	194	4017	4839	13548
6677	2812	10002	28	617	9876	2611	10930
8247	10421	2766	5071	83	456	915	6732
1301	12711	7384	4070	15082	12966	9531	6526
8385	8321	901	6203	13123	3343	1078	13429
7351	8616	10462	6027	12369	10044	8974	8416
5672	6697	9806	1600	9182	5816	10141	2888
2669	13094	3942	11692	6003	10083	5224	2384
7980	10972	13822	1695	11026	252	7217	9991
6657	8365	11809	10516	14497	11655	13710	1343
2736	13681	1303	11436	10350	11222	7158	1587
5628	316	3168	4236	3781	10471	1065	6421
5737	12550	821	6741	5790	6854	6702	3528
5280	13425	2492	10717	725	12230	7342	7712
14869	3693	13888	334	11015	13606	6866	1961
8872	3631	9951	4902	2671	14974	6312	10361
1261	2110	799	2716	6173	8166	5862	7591
2488	5501	13207	9956	13917	6118	13656	6787
7752	8945	10969	13537	1194	4982	14382	11652
4860	9208	11400	1626	3944	9233	710	5167
14252	14173	14494	1508	3482	11192	4809	7465
696	9693	3654	3450	9792	14739	14413	14848
1763	2084	3582	8687	13588	529	6039	1032
1843	2093	2987	2712	13149	14713	7511	9493
13579	87	987	1202	10098	88	13614	15396
5638	11976	2154	12959	15055	9950	6270	9690
7159	11070	6372	7946	13591	11034	6968	9316
747	3503	5481	7561	9087	4106	6210	7353
1412	31	1334	5959	824	7529	14618	13658
8380	13804	4355	13508	14647	3288	9313	1459
230	10601	4031	15128	13283	1552	8109	15397
413	1741	13565	12784	5636	878	10679	13288
14355	667	10641	507	1179	15154	7799	14899
21	2484	984	7269	6402	5986	14867	3051
10570	673	10188	6506	1458	9589	7346	8358
8353	2242	4605	4995	9276	5127	8435	5336
14245	1000	12569	3296	6129	4602	3590	77
9732	5953	4907	7994	5054	6123	10950	11233
809	6636	13358	3366	3771	7301	6315	7845
728	9008	6231	1128	4299	1498	11542	12976
10602	5224	8352	14442	3547	12404	11195	6033
15095	7193	10464	2646	9463	14238	772	9990
3733	1279	5737	5283	6449	14209	11771	435
9422	1925	8004	4088	12228	15405	10340	5966
9037	2894	12946	12226	15347	9869	4878	9685
3047	14661	14761	3167	4858	7415	89	9953
6715	10172	148	6055	13520	8490	14423	9559
10538	5559	2852	7874	9905	3390	10785	12849
7852	7048	10181	7786	14791	12329	4710	7058
14185	9823	8891	2961	1595	15079	1225	12667
15377	14925	6678	6566	8993	6278	10856	8976
3947	4879	407	2449	4352	12426	13	14043
9862	2475	11590	4354	5060	10161	9954	3496
4095	1960	6356	13626	7588	5078	9938	13630
11178	11528	5403	4642	2747	4743	13632	1327
10652	6650	11781	8048	2383	14230	13193	11525
1347	13736	11030	13286	8174	5283	7771	10393
645	13302	13267	3204	1465	11563	15318	818
2605	14217	11407	10362	3983	12336	583	9937
10858	10978	10851	6934	5952	7394	7486	753
5446	14551	4594	6506	10323	6898	12744	2526
156	13679	10365	2546	4580	1418	10453	3192
4352	10589	10635	10252	9054	6769	5049	2153
10097	533	7098	3118	12741	12460	8783	5800
8712	1282	4111	6802	7053	4462	4361	4933
9147	10579	8682	3871	6905	14022	11579	10648
6812	9326	5686	7647	11663	14170	2926	9182
6257	9981	14166	14180	931	1235	4634	4473
5341	7618	5134	11027	15226	14998	9021	13914
13951	3586	5469	6322	12787	10132	1173	5964
13422	1619	8838	8835	4365	7787	11232	13852
12323	13437	8926	7810	12489	11112	7168	12650
8854	4123	528	12761	5336	13122	12301	11684
12646	13378	7772	5565	7323	675	2249	6922
12311	5650	4653	1503	13671	3865	12149	4810
9850	6505	13916	9942	14316	13396	5540	44
12881	14797	7692	10995	1967	2249	12592	11847
8726	10219	3594	9898	12165	8199	3597	9520
2990	11368	14166	4393	5161	2747	3232	13875
12095	3558	8722	6520	12422	11180	3644	12553
5972	11450	5355	2659	5181	5540	2237	7949
8542	11324	5733	5889	7908	13087	14003	13916
274	8922	10110	7565	3672	1563	7518	922
8334	11082	5298	6447	14139	8874	12656	11445
14332	8143	54	13291	8748	4729	3055	4734
14135	6214	3335	2948	7074	1050	4762	14335
10537	1441	3976	3335	4998	3090	5199	9805
15	14522	6901	10780	11426	2613	4723	4626
5495	2199	6096	7490	1682	5510	5259	4722
5638	14077	7175	3853	6300	14917	11996	11577
5250	1675	7369	6219	3949	3220	8167	199
5812	15289	5220	11454	2367	13124	6451	10566
12912	9285	15185	9817	3586	3441	5817	4134
11279	6220	8393	5905	9581	4407	4237	7879
6412	5955	5606	1147	14100	12861	13420	9676
14215	13139	13388	6647	418	6054	5213	9442
521	372	6096	6627	7564	190	14257	740
6347	2039	5200	513	5371	14151	13689	3026
2943	4673	1414	9696	11723	9617	13050	12629
5589	3228	2071	2444	9195	14326	11820	288
11075	4438	8790	1732	7128	4674	938	3547
2974	10764	365	15160	3953	14104	9156	1846
8684	11781	9457	2273	4337	2546	13648	11402
4651	12888	10988	6386	3723	6539	331	6907
12908	3076	3252	1374	10608	325	15058	10934
9797	11293	1084	6028	8307	6497	11061	13772
9477	13587	14678	3964	7918	12823	8188	6632
13688	6177	15187	4234	6939	5517	11689	2397
565	3285	4435	6988	10246	2151	13387	15050
2876	8898	4011	13708	2695	333	3195	11235
10922	5255	7893	7632	13468	5185	11588	10040
4938	1129	9083	10978	828	2185	4089	7107
10271	2170	2496	839	592	8972	13150	10304
1906	1932	667	3183	1342	13573	9871	15169
14648	1883	3885	2306	169	68	14985	9776
10212	9943	9239	5620	15338	12101	1162	15243
14781	5940	11392	10597	14873	5553	14603	3199
8712	12499	7578	13408	3387	6064	5533	6189
9866	12571	12839	5066	11758	8968	8568	3191
3991	12247	4229	6150	14955	3014	4928	7320
15420	4234	11423	4055	9700	2240	9847	451
12795	7705	13193	1441	12109	13522	14977	14870
14257	8869	5745	4289	923	5333	14180	10167
12238	6626	12192	15245	9083	3785	2737	12432
11335	4098	1226	3134	12005	4009	15303	3372
4585	1854	10993	2263	9149	4547	8981	12488
235	67	9414	1762	8219	9231	5227	14289
5258	9278	5325	2510	1489	8864	14248	9858
12493	3118	6136	12578	7774	11250	5734	12902
15411	3399	5848	10338	568	11679	13989	10485
12027	7638	2115	3521	1223	4884	14468	6894
6420	6064	3925	38	11486	13762	2178	76
11171	7621	7398	7212	13057	3201	11383	13730
15324	14821	333	8862	12850	12692	3224	821
14808	8287	13811	10627	1792	12257	14187	435
1198	1266	9549	9324	11971	629	9343	8422
4604	7067	7838	9728	10472	12229	4275	1986
5997	7160	14635	14470	640	2245	1315	13106
3585	9253	4608	4996	11897	14274	14622	11428
9326	2005	3236	9651	12087	5172	5426	9007
11260	464	5083	10161	7315	2698	3120	12800
4813	7156	4478	4678	1810	10255	804	3794
3282	9039	12359	2114	8207	4118	14579	11997
13393	9503	13459	8022	9196	10202	11786	1530
3251	9365	12683	887	13908	7210	8019	2435
8442	6882	14935	12136	6081	14509	8350	13954
1710	11226	4682	4345	9861	1020	6847	1671
6457	5374	5927	811	9571	8913	8294	12123
6683	11293	10026	160	8978	1992	3377	402
3679	7577	1045	1925	4349	11719	1731	11842
1956	9974	15016	3155	2243	9476	11918	13040
12153	936	14377	3287	470	6359	13457	10583
11569	5557	15107	6913	10794	11562	12869	15210
10203	13296	6258	13313	500	3207	8419	3918
5042	1019	3202	4824	2497	14747	3329	8287
15043	703	978	8979	3526	15094	14248	6256
823	12315	8288	13739	14295	11474	6115	2461
10201	12269	8872	13191	9008	8235	944	1835
14963	62	12306	3030	10219	10921	10643	3569
15262	2328	2900	6890	15005	14216	503	2263
9362	4214	4079	8667	7658	14317	5007	5778
845	4782	8988	13144	11558	9620	13214	5555
6827	12734	12662	5674	6527	9763	652	13824
1765	11337	4651	4429	6101	13912	12966	3825
13375	12198	8384	10195	14394	11020	7064	13018
3840	1931	10359	5356	14730	4586	13807	476
2841	3045	7023	13844	10368	9031	109	788
6210	3613	2779	8072	10726	9788	5447	4139
4499	2652	11819	7608	8902	13280	12702	10703
7140	15110	8028	205	7162	945	3	2196
3619	15236	6820	1116	3255	7572	11274	3756
12308	2105	6530	10921	11508	13729	6646	13046
11841	7639	13521	15322	10525	11599	8914	3124
7936	12433	11502	12736	9766	6292	10435	6978
6288	2426	12942	13462	5677	11744	11573	4592
10250	13236	13176	7751	8885	8130	3451	6989
60	7406	13444	12135	5570	13125	4690	2382
2779	14327	3406	3786	7466	9713	14101	5102
7506	13877	13957	13279	414	4384	14763	9731
317	14719	7584	15279	14206	254	9228	303
6654	11524	15175	14087	7899	10547	765	11599
14375	2885	5130	5563	5172	1497	7163	11114
11627	9551	11839	7917	5934	14733	12659	5430
2037	5892	11371	14373	8520	6832	7723	10429
3647	8142	2016	1965	12659	13692	8447	9830
8057	7158	4273	1016	12764	11862	10622	3324
12402	15266	8787	11407	11107	9086	6311	3551
8133	10125	13034	14256	9284	13448	2106	2965
12200	654	15126	9415	1127	2266	13494	3678
9847	11587	12203	7883	12230	4215	10475	7682
13799	14552	6161	7099	4144	13097	6640	6716
2558	8200	7081	2145	1437	7296	2132	10236
13147	9882	10751	9572	7835	2192	11990	10676
1974	15209	9252	7275	1649	5652	5569	3842
1132	577	7495	6519	4749	9252	932	1844
1178	12494	1926	14115	2067	73	13162	12773
12228	11738	2122	2316	4338	8248	11712	15111
5844	6909	6434	2651	4869	15217	10505	1450
7964	13771	6552	11964	14881	3772	9149	1534
9398	1987	12984	15019	15310	12285	9922	10957
1335	334	7846	2024	7484	101	14946	13887
9497	8039	11619	5275	7633	5917	1855	15218
13297	10538	7278	12326	4339	4280	8867	6489
